year,month,value,date
1927,august,-0.213,1927-08
1927,september,-0.12,1927-09
1927,october,-0.03,1927-10
1927,november,-0.127,1927-11
1927,december,-0.324,1927-12
1928,january,-0.017,1928-01
1928,february,-0.125,1928-02
1928,march,-0.32,1928-03
1928,april,-0.235,1928-04
1928,may,-0.301,1928-05
1928,june,-0.327,1928-06
1928,july,-0.188,1928-07
1928,august,-0.179,1928-08
1928,september,-0.207,1928-09
1928,october,-0.184,1928-10
1928,november,-0.172,1928-11
1928,december,-0.227,1928-12
1929,january,-0.436,1929-01
1929,february,-0.604,1929-02
1929,march,-0.487,1929-03
1929,april,-0.437,1929-04
1929,may,-0.435,1929-05
1929,june,-0.409,1929-06
1929,july,-0.44,1929-07
1929,august,-0.266,1929-08
1929,september,-0.277,1929-09
1929,october,-0.221,1929-10
1929,november,-0.14,1929-11
1929,december,-0.56,1929-12
1930,january,-0.363,1930-01
1930,february,-0.356,1930-02
1930,march,-0.247,1930-03
1930,april,-0.231,1930-04
1930,may,-0.251,1930-05
1930,june,-0.204,1930-06
1930,july,-0.188,1930-07
1930,august,-0.098,1930-08
1930,september,-0.092,1930-09
1930,october,-0.091,1930-10
1930,november,0.064,1930-11
1930,december,-0.065,1930-12
1931,january,-0.137,1931-01
1931,february,-0.259,1931-02
1931,march,-0.109,1931-03
1931,april,-0.171,1931-04
1931,may,-0.193,1931-05
1931,june,-0.025,1931-06
1931,july,-0.008,1931-07
1931,august,-0.027,1931-08
1931,september,-0.052,1931-09
1931,october,-0.027,1931-10
1931,november,-0.136,1931-11
1931,december,-0.097,1931-12
1932,january,0.08,1932-01
1932,february,-0.178,1932-02
1932,march,-0.195,1932-03
1932,april,-0.061,1932-04
1932,may,-0.16,1932-05
1932,june,-0.255,1932-06
1932,july,-0.13,1932-07
1932,august,-0.19,1932-08
1932,september,-0.001,1932-09
1932,october,-0.094,1932-10
1932,november,-0.295,1932-11
1932,december,-0.267,1932-12
1933,january,-0.311,1933-01
1933,february,-0.351,1933-02
1933,march,-0.385,1933-03
1933,april,-0.285,1933-04
1933,may,-0.277,1933-05
1933,june,-0.324,1933-06
1933,july,-0.29,1933-07
1933,august,-0.154,1933-08
1933,september,-0.327,1933-09
1933,october,-0.246,1933-10
1933,november,-0.405,1933-11
1933,december,-0.514,1933-12
1934,january,-0.323,1934-01
1934,february,-0.145,1934-02
1934,march,-0.431,1934-03
1934,april,-0.372,1934-04
1934,may,-0.14,1934-05
1934,june,-0.092,1934-06
1934,july,-0.178,1934-07
1934,august,-0.114,1934-08
1934,september,-0.135,1934-09
1934,october,-0.082,1934-10
1934,november,0.032,1934-11
1934,december,-0.111,1934-12
1935,january,-0.348,1935-01
1935,february,0.05,1935-02
1935,march,-0.214,1935-03
1935,april,-0.323,1935-04
1935,may,-0.314,1935-05
1935,june,-0.209,1935-06
1935,july,-0.141,1935-07
1935,august,-0.149,1935-08
1935,september,-0.191,1935-09
1935,october,-0.055,1935-10
1935,november,-0.322,1935-11
1935,december,-0.257,1935-12
1936,january,-0.398,1936-01
1936,february,-0.343,1936-02
1936,march,-0.329,1936-03
1936,april,-0.188,1936-04
1936,may,-0.172,1936-05
1936,june,-0.149,1936-06
1936,july,-0.07,1936-07
1936,august,-0.073,1936-08
1936,september,-0.109,1936-09
1936,october,-0.041,1936-10
1936,november,-0.054,1936-11
1936,december,-0.106,1936-12
1937,january,-0.127,1937-01
1937,february,0.066,1937-02
1937,march,-0.262,1937-03
1937,april,-0.121,1937-04
1937,may,-0.091,1937-05
1937,june,-0.008,1937-06
1937,july,0.02,1937-07
1937,august,0.037,1937-08
1937,september,0.145,1937-09
1937,october,0.128,1937-10
1937,november,0.062,1937-11
1937,december,-0.078,1937-12
1938,january,0.046,1938-01
1938,february,-0.01,1938-02
1938,march,-0.015,1938-03
1938,april,0.04,1938-04
1938,may,-0.096,1938-05
1938,june,-0.094,1938-06
1938,july,-0.046,1938-07
1938,august,-0.003,1938-08
1938,september,0.02,1938-09
1938,october,0.163,1938-10
1938,november,0.055,1938-11
1938,december,-0.206,1938-12
1939,january,-0.122,1939-01
1939,february,-0.118,1939-02
1939,march,-0.289,1939-03
1939,april,-0.106,1939-04
1939,may,-0.03,1939-05
1939,june,0.015,1939-06
1939,july,-0.038,1939-07
1939,august,-0.041,1939-08
1939,september,-0.017,1939-09
1939,october,-0.099,1939-10
1939,november,0.021,1939-11
1939,december,0.334,1939-12
1940,january,-0.053,1940-01
1940,february,0.086,1940-02
1940,march,-0.036,1940-03
1940,april,0.149,1940-04
1940,may,0.05,1940-05
1940,june,0.045,1940-06
1940,july,0.148,1940-07
1940,august,0.1,1940-08
1940,september,0.131,1940-09
1940,october,0.096,1940-10
1940,november,-0.005,1940-11
1940,december,0.199,1940-12
1941,january,-0.04,1941-01
1941,february,0.118,1941-02
1941,march,-0.117,1941-03
1941,april,0.036,1941-04
1941,may,0.061,1941-05
1941,june,0.06,1941-06
1941,july,0.161,1941-07
1941,august,0.04,1941-08
1941,september,-0.145,1941-09
1941,october,0.214,1941-10
1941,november,-0.007,1941-11
1941,december,0.075,1941-12
1942,january,0.258,1942-01
1942,february,0.017,1942-02
1942,march,-0.042,1942-03
1942,april,-0.015,1942-04
1942,may,0.124,1942-05
1942,june,0.03,1942-06
1942,july,-0.06,1942-07
1942,august,-0.057,1942-08
1942,september,-0.013,1942-09
1942,october,-0.087,1942-10
1942,november,-0.058,1942-11
1942,december,-0.08,1942-12
1943,january,-0.183,1943-01
1943,february,-0.031,1943-02
1943,march,-0.168,1943-03
1943,april,0.023,1943-04
1943,may,0.036,1943-05
1943,june,-0.075,1943-06
1943,july,0.018,1943-07
1943,august,0.032,1943-08
1943,september,-0.013,1943-09
1943,october,0.228,1943-10
1943,november,0.104,1943-11
1943,december,0.106,1943-12
1944,january,0.318,1944-01
1944,february,0.119,1944-02
1944,march,0.12,1944-03
1944,april,0.042,1944-04
1944,may,0.12,1944-05
1944,june,0.107,1944-06
1944,july,0.149,1944-07
1944,august,0.207,1944-08
1944,september,0.168,1944-09
1944,october,0.208,1944-10
1944,november,0.088,1944-11
1944,december,0.083,1944-12
1945,january,0.095,1945-01
1945,february,0.048,1945-02
1945,march,0.039,1945-03
1945,april,0.21,1945-04
1945,may,-0.062,1945-05
1945,june,-0.037,1945-06
1945,july,0.0,1945-07
1945,august,0.236,1945-08
1945,september,0.103,1945-09
1945,october,0.094,1945-10
1945,november,-0.011,1945-11
1945,december,-0.2,1945-12
1946,january,0.046,1946-01
1946,february,-0.116,1946-02
1946,march,-0.122,1946-03
1946,april,-0.001,1946-04
1946,may,-0.083,1946-05
1946,june,-0.27,1946-06
1946,july,-0.109,1946-07
1946,august,-0.154,1946-08
1946,september,-0.098,1946-09
1946,october,-0.068,1946-10
1946,november,-0.108,1946-11
1946,december,-0.343,1946-12
1947,january,-0.151,1947-01
1947,february,-0.141,1947-02
1947,march,-0.076,1947-03
1947,april,-0.055,1947-04
1947,may,-0.071,1947-05
1947,june,-0.093,1947-06
1947,july,-0.065,1947-07
1947,august,-0.113,1947-08
1947,september,-0.16,1947-09
1947,october,0.034,1947-10
1947,november,0.029,1947-11
1947,december,-0.233,1947-12
1948,january,-0.019,1948-01
1948,february,-0.239,1948-02
1948,march,-0.283,1948-03
1948,april,-0.115,1948-04
1948,may,0.058,1948-05
1948,june,-0.008,1948-06
1948,july,-0.13,1948-07
1948,august,-0.048,1948-08
1948,september,-0.134,1948-09
1948,october,-0.057,1948-10
1948,november,-0.173,1948-11
1948,december,-0.349,1948-12
1949,january,-0.019,1949-01
1949,february,-0.242,1949-02
1949,march,-0.11,1949-03
1949,april,-0.147,1949-04
1949,may,-0.111,1949-05
1949,june,-0.233,1949-06
1949,july,-0.18,1949-07
1949,august,-0.078,1949-08
1949,september,-0.123,1949-09
1949,october,-0.09,1949-10
1949,november,-0.181,1949-11
1949,december,-0.212,1949-12
1950,january,-0.3,1950-01
1950,february,-0.37,1950-02
1950,march,-0.216,1950-03
1950,april,-0.244,1950-04
1950,may,-0.137,1950-05
1950,june,-0.105,1950-06
1950,july,-0.107,1950-07
1950,august,-0.153,1950-08
1950,september,-0.245,1950-09
1950,october,-0.201,1950-10
1950,november,-0.381,1950-11
1950,december,-0.261,1950-12
1951,january,-0.36,1951-01
1951,february,-0.509,1951-02
1951,march,-0.262,1951-03
1951,april,-0.108,1951-04
1951,may,0.032,1951-05
1951,june,0.06,1951-06
1951,july,0.039,1951-07
1951,august,0.121,1951-08
1951,september,0.132,1951-09
1951,october,0.124,1951-10
1951,november,-0.072,1951-11
1951,december,0.069,1951-12
1952,january,0.094,1952-01
1952,february,0.068,1952-02
1952,march,-0.164,1952-03
1952,april,0.046,1952-04
1952,may,0.022,1952-05
1952,june,0.023,1952-06
1952,july,0.09,1952-07
1952,august,0.097,1952-08
1952,september,0.096,1952-09
1952,october,-0.017,1952-10
1952,november,-0.132,1952-11
1952,december,-0.04,1952-12
1953,january,-0.009,1953-01
1953,february,0.095,1953-02
1953,march,0.018,1953-03
1953,april,0.225,1953-04
1953,may,0.149,1953-05
1953,june,0.14,1953-06
1953,july,0.043,1953-07
1953,august,0.087,1953-08
1953,september,0.086,1953-09
1953,october,0.083,1953-10
1953,november,-0.006,1953-11
1953,december,0.019,1953-12
1954,january,-0.243,1954-01
1954,february,-0.089,1954-02
1954,march,-0.183,1954-03
1954,april,-0.115,1954-04
1954,may,-0.171,1954-05
1954,june,-0.13,1954-06
1954,july,-0.196,1954-07
1954,august,-0.102,1954-08
1954,september,-0.113,1954-09
1954,october,-0.012,1954-10
1954,november,0.116,1954-11
1954,december,-0.164,1954-12
1955,january,0.106,1955-01
1955,february,-0.193,1955-02
1955,march,-0.396,1955-03
1955,april,-0.229,1955-04
1955,may,-0.239,1955-05
1955,june,-0.178,1955-06
1955,july,-0.208,1955-07
1955,august,-0.088,1955-08
1955,september,-0.143,1955-09
1955,october,-0.113,1955-10
1955,november,-0.321,1955-11
1955,december,-0.364,1955-12
1956,january,-0.24,1956-01
1956,february,-0.282,1956-02
1956,march,-0.356,1956-03
1956,april,-0.306,1956-04
1956,may,-0.336,1956-05
1956,june,-0.227,1956-06
1956,july,-0.211,1956-07
1956,august,-0.29,1956-08
1956,september,-0.273,1956-09
1956,october,-0.263,1956-10
1956,november,-0.215,1956-11
1956,december,-0.158,1956-12
1957,january,-0.222,1957-01
1957,february,-0.159,1957-02
1957,march,-0.198,1957-03
1957,april,-0.042,1957-04
1957,may,0.032,1957-05
1957,june,0.065,1957-06
1957,july,-0.063,1957-07
1957,august,0.073,1957-08
1957,september,0.041,1957-09
1957,october,-0.001,1957-10
1957,november,-0.004,1957-11
1957,december,0.052,1957-12
1958,january,0.255,1958-01
1958,february,0.093,1958-02
1958,march,0.005,1958-03
1958,april,-0.07,1958-04
1958,may,0.016,1958-05
1958,june,-0.153,1958-06
1958,july,-0.02,1958-07
1958,august,-0.083,1958-08
1958,september,-0.115,1958-09
1958,october,-0.019,1958-10
1958,november,-0.039,1958-11
1958,december,-0.082,1958-12
1959,january,0.014,1959-01
1959,february,-0.005,1959-02
1959,march,0.017,1959-03
1959,april,0.026,1959-04
1959,may,-0.039,1959-05
1959,june,-0.002,1959-06
1959,july,-0.044,1959-07
1959,august,-0.041,1959-08
1959,september,-0.141,1959-09
1959,october,-0.071,1959-10
1959,november,-0.186,1959-11
1959,december,-0.103,1959-12
1960,january,-0.115,1960-01
1960,february,0.023,1960-02
1960,march,-0.447,1960-03
1960,april,-0.262,1960-04
1960,may,-0.179,1960-05
1960,june,-0.126,1960-06
1960,july,-0.114,1960-07
1960,august,-0.006,1960-08
1960,september,0.003,1960-09
1960,october,-0.031,1960-10
1960,november,-0.215,1960-11
1960,december,0.084,1960-12
1961,january,-0.052,1961-01
1961,february,0.091,1961-02
1961,march,-0.062,1961-03
1961,april,0.061,1961-04
1961,may,0.068,1961-05
1961,june,0.088,1961-06
1961,july,-0.04,1961-07
1961,august,-0.017,1961-08
1961,september,-0.03,1961-09
1961,october,-0.064,1961-10
1961,november,-0.031,1961-11
1961,december,-0.252,1961-12
1962,january,-0.057,1962-01
1962,february,0.012,1962-02
1962,march,0.019,1962-03
1962,april,-0.026,1962-04
1962,may,-0.182,1962-05
1962,june,-0.056,1962-06
1962,july,-0.109,1962-07
1962,august,-0.11,1962-08
1962,september,-0.075,1962-09
1962,october,-0.038,1962-10
1962,november,-0.021,1962-11
1962,december,-0.126,1962-12
1963,january,-0.122,1963-01
1963,february,0.04,1963-02
1963,march,-0.341,1963-03
1963,april,-0.179,1963-04
1963,may,-0.147,1963-05
1963,june,-0.067,1963-06
1963,july,0.06,1963-07
1963,august,0.146,1963-08
1963,september,0.122,1963-09
1963,october,0.064,1963-10
1963,november,0.045,1963-11
1963,december,-0.063,1963-12
1964,january,-0.195,1964-01
1964,february,-0.223,1964-02
1964,march,-0.383,1964-03
1964,april,-0.442,1964-04
1964,may,-0.374,1964-05
1964,june,-0.167,1964-06
1964,july,-0.201,1964-07
1964,august,-0.301,1964-08
1964,september,-0.405,1964-09
1964,october,-0.311,1964-10
1964,november,-0.299,1964-11
1964,december,-0.372,1964-12
1965,january,-0.162,1965-01
1965,february,-0.263,1965-02
1965,march,-0.26,1965-03
1965,april,-0.299,1965-04
1965,may,-0.192,1965-05
1965,june,-0.208,1965-06
1965,july,-0.267,1965-07
1965,august,-0.162,1965-08
1965,september,-0.245,1965-09
1965,october,-0.106,1965-10
1965,november,-0.144,1965-11
1965,december,-0.146,1965-12
1966,january,-0.283,1966-01
1966,february,-0.168,1966-02
1966,march,-0.171,1966-03
1966,april,-0.17,1966-04
1966,may,-0.218,1966-05
1966,june,-0.105,1966-06
1966,july,0.003,1966-07
1966,august,-0.102,1966-08
1966,september,-0.087,1966-09
1966,october,-0.238,1966-10
1966,november,-0.108,1966-11
1966,december,-0.141,1966-12
1967,january,-0.22,1967-01
1967,february,-0.328,1967-02
1967,march,-0.094,1967-03
1967,april,-0.132,1967-04
1967,may,0.057,1967-05
1967,june,-0.108,1967-06
1967,july,-0.068,1967-07
1967,august,-0.099,1967-08
1967,september,-0.125,1967-09
1967,october,-0.02,1967-10
1967,november,-0.12,1967-11
1967,december,-0.154,1967-12
1968,january,-0.325,1968-01
1968,february,-0.268,1968-02
1968,march,-0.004,1968-03
1968,april,-0.18,1968-04
1968,may,-0.226,1968-05
1968,june,-0.152,1968-06
1968,july,-0.195,1968-07
1968,august,-0.13,1968-08
1968,september,-0.226,1968-09
1968,october,0.008,1968-10
1968,november,-0.135,1968-11
1968,december,-0.191,1968-12
1969,january,-0.162,1969-01
1969,february,-0.197,1969-02
1969,march,-0.133,1969-03
1969,april,0.049,1969-04
1969,may,0.065,1969-05
1969,june,0.006,1969-06
1969,july,-0.109,1969-07
1969,august,-0.073,1969-08
1969,september,-0.013,1969-09
1969,october,0.001,1969-10
1969,november,0.023,1969-11
1969,december,0.167,1969-12
1970,january,0.014,1970-01
1970,february,0.064,1970-02
1970,march,-0.088,1970-03
1970,april,-0.079,1970-04
1970,may,-0.141,1970-05
1970,june,-0.137,1970-06
1970,july,-0.112,1970-07
1970,august,-0.199,1970-08
1970,september,-0.031,1970-09
1970,october,-0.06,1970-10
1970,november,-0.058,1970-11
1970,december,-0.193,1970-12
1971,january,-0.144,1971-01
1971,february,-0.273,1971-02
1971,march,-0.337,1971-03
1971,april,-0.233,1971-04
1971,may,-0.198,1971-05
1971,june,-0.255,1971-06
1971,july,-0.185,1971-07
1971,august,-0.181,1971-08
1971,september,-0.126,1971-09
1971,october,-0.156,1971-10
1971,november,-0.153,1971-11
1971,december,-0.231,1971-12
1972,january,-0.379,1972-01
1972,february,-0.278,1972-02
1972,march,-0.143,1972-03
1972,april,-0.128,1972-04
1972,may,-0.082,1972-05
1972,june,-0.032,1972-06
1972,july,-0.093,1972-07
1972,august,0.061,1972-08
1972,september,-0.052,1972-09
1972,october,-0.057,1972-10
1972,november,-0.052,1972-11
1972,december,0.109,1972-12
1973,january,0.101,1973-01
1973,february,0.159,1973-02
1973,march,0.115,1973-03
1973,april,0.199,1973-04
1973,may,0.108,1973-05
1973,june,0.106,1973-06
1973,july,0.016,1973-07
1973,august,-0.028,1973-08
1973,september,-0.035,1973-09
1973,october,0.011,1973-10
1973,november,-0.025,1973-11
1973,december,-0.128,1973-12
1974,january,-0.282,1974-01
1974,february,-0.447,1974-02
1974,march,-0.237,1974-03
1974,april,-0.202,1974-04
1974,may,-0.127,1974-05
1974,june,-0.115,1974-06
1974,july,-0.136,1974-07
1974,august,0.023,1974-08
1974,september,-0.093,1974-09
1974,october,-0.115,1974-10
1974,november,-0.126,1974-11
1974,december,-0.214,1974-12
1975,january,-0.097,1975-01
1975,february,-0.021,1975-02
1975,march,-0.011,1975-03
1975,april,-0.052,1975-04
1975,may,0.053,1975-05
1975,june,-0.061,1975-06
1975,july,-0.105,1975-07
1975,august,-0.232,1975-08
1975,september,-0.14,1975-09
1975,october,-0.154,1975-10
1975,november,-0.264,1975-11
1975,december,-0.247,1975-12
1976,january,-0.17,1976-01
1976,february,-0.232,1976-02
1976,march,-0.337,1976-03
1976,april,-0.186,1976-04
1976,may,-0.359,1976-05
1976,june,-0.24,1976-06
1976,july,-0.173,1976-07
1976,august,-0.242,1976-08
1976,september,-0.151,1976-09
1976,october,-0.332,1976-10
1976,november,-0.139,1976-11
1976,december,-0.029,1976-12
1977,january,0.153,1977-01
1977,february,0.104,1977-02
1977,march,0.075,1977-03
1977,april,0.134,1977-04
1977,may,0.228,1977-05
1977,june,0.208,1977-06
1977,july,0.143,1977-07
1977,august,0.13,1977-08
1977,september,-0.002,1977-09
1977,october,-0.016,1977-10
1977,november,0.121,1977-11
1977,december,-0.04,1977-12
1978,january,0.037,1978-01
1978,february,0.074,1978-02
1978,march,0.059,1978-03
1978,april,0.053,1978-04
1978,may,0.012,1978-05
1978,june,-0.055,1978-06
1978,july,0.016,1978-07
1978,august,-0.217,1978-08
1978,september,0.042,1978-09
1978,october,-0.06,1978-10
1978,november,0.092,1978-11
1978,december,0.01,1978-12
1979,january,0.052,1979-01
1979,february,-0.18,1979-02
1979,march,0.067,1979-03
1979,april,0.077,1979-04
1979,may,-0.022,1979-05
1979,june,0.05,1979-06
1979,july,0.018,1979-07
1979,august,0.115,1979-08
1979,september,0.173,1979-09
1979,october,0.147,1979-10
1979,november,0.208,1979-11
1979,december,0.386,1979-12
1980,january,0.253,1980-01
1980,february,0.361,1980-02
1980,march,0.217,1980-03
1980,april,0.234,1980-04
1980,may,0.246,1980-05
1980,june,0.132,1980-06
1980,july,0.206,1980-07
1980,august,0.164,1980-08
1980,september,0.124,1980-09
1980,october,0.097,1980-10
1980,november,0.206,1980-11
1980,december,0.114,1980-12
1981,january,0.444,1981-01
1981,february,0.337,1981-02
1981,march,0.331,1981-03
1981,april,0.199,1981-04
1981,may,0.148,1981-05
1981,june,0.245,1981-06
1981,july,0.264,1981-07
1981,august,0.312,1981-08
1981,september,0.137,1981-09
1981,october,0.055,1981-10
1981,november,0.166,1981-11
1981,december,0.363,1981-12
1982,january,-0.024,1982-01
1982,february,0.068,1982-02
1982,march,-0.137,1982-03
1982,april,0.02,1982-04
1982,may,0.091,1982-05
1982,june,-0.001,1982-06
1982,july,0.076,1982-07
1982,august,-0.046,1982-08
1982,september,0.017,1982-09
1982,october,0.041,1982-10
1982,november,0.029,1982-11
1982,december,0.277,1982-12
1983,january,0.358,1983-01
1983,february,0.336,1983-02
1983,march,0.248,1983-03
1983,april,0.175,1983-04
1983,may,0.222,1983-05
1983,june,0.167,1983-06
1983,july,0.115,1983-07
1983,august,0.284,1983-08
1983,september,0.326,1983-09
1983,october,0.113,1983-10
1983,november,0.245,1983-11
1983,december,0.096,1983-12
1984,january,0.158,1984-01
1984,february,0.02,1984-02
1984,march,0.144,1984-03
1984,april,0.01,1984-04
1984,may,0.214,1984-05
1984,june,-0.039,1984-06
1984,july,0.025,1984-07
1984,august,0.089,1984-08
1984,september,0.127,1984-09
1984,october,0.041,1984-10
1984,november,-0.058,1984-11
1984,december,-0.156,1984-12
1985,january,0.116,1985-01
1985,february,-0.104,1985-02
1985,march,0.043,1985-03
1985,april,0.003,1985-04
1985,may,0.068,1985-05
1985,june,0.121,1985-06
1985,july,-0.023,1985-07
1985,august,0.143,1985-08
1985,september,0.118,1985-09
1985,october,0.039,1985-10
1985,november,0.018,1985-11
1985,december,0.055,1985-12
1986,january,0.117,1986-01
1986,february,0.309,1986-02
1986,march,0.138,1986-03
1986,april,0.135,1986-04
1986,may,0.131,1986-05
1986,june,0.04,1986-06
1986,july,0.043,1986-07
1986,august,0.088,1986-08
1986,september,0.024,1986-09
1986,october,0.051,1986-10
1986,november,0.04,1986-11
1986,december,0.032,1986-12
1987,january,0.22,1987-01
1987,february,0.316,1987-02
1987,march,0.104,1987-03
1987,april,0.189,1987-04
1987,may,0.169,1987-05
1987,june,0.266,1987-06
1987,july,0.348,1987-07
1987,august,0.211,1987-08
1987,september,0.266,1987-09
1987,october,0.27,1987-10
1987,november,0.186,1987-11
1987,december,0.372,1987-12
1988,january,0.459,1988-01
1988,february,0.333,1988-02
1988,march,0.385,1988-03
1988,april,0.328,1988-04
1988,may,0.319,1988-05
1988,june,0.33,1988-06
1988,july,0.256,1988-07
1988,august,0.258,1988-08
1988,september,0.258,1988-09
1988,october,0.255,1988-10
1988,november,0.029,1988-11
1988,december,0.176,1988-12
1989,january,-0.026,1989-01
1989,february,0.237,1989-02
1989,march,0.185,1989-03
1989,april,0.15,1989-04
1989,may,0.038,1989-05
1989,june,0.094,1989-06
1989,july,0.264,1989-07
1989,august,0.252,1989-08
1989,september,0.298,1989-09
1989,october,0.26,1989-10
1989,november,0.115,1989-11
1989,december,0.284,1989-12
1990,january,0.283,1990-01
1990,february,0.279,1990-02
1990,march,0.635,1990-03
1990,april,0.494,1990-04
1990,may,0.406,1990-05
1990,june,0.315,1990-06
1990,july,0.38,1990-07
1990,august,0.281,1990-08
1990,september,0.22,1990-09
1990,october,0.386,1990-10
1990,november,0.359,1990-11
1990,december,0.289,1990-12
1991,january,0.303,1991-01
1991,february,0.407,1991-02
1991,march,0.247,1991-03
1991,april,0.436,1991-04
1991,may,0.314,1991-05
1991,june,0.433,1991-06
1991,july,0.467,1991-07
1991,august,0.362,1991-08
1991,september,0.353,1991-09
1991,october,0.251,1991-10
1991,november,0.254,1991-11
1991,december,0.238,1991-12
1992,january,0.363,1992-01
1992,february,0.348,1992-02
1992,march,0.309,1992-03
1992,april,0.162,1992-04
1992,may,0.168,1992-05
1992,june,0.156,1992-06
1992,july,0.005,1992-07
1992,august,0.038,1992-08
1992,september,-0.09,1992-09
1992,october,-0.023,1992-10
1992,november,-0.037,1992-11
1992,december,0.099,1992-12
1993,january,0.261,1993-01
1993,february,0.283,1993-02
1993,march,0.236,1993-03
1993,april,0.195,1993-04
1993,may,0.195,1993-05
1993,june,0.164,1993-06
1993,july,0.159,1993-07
1993,august,0.084,1993-08
1993,september,0.046,1993-09
1993,october,0.151,1993-10
1993,november,0.066,1993-11
1993,december,0.148,1993-12
1994,january,0.2,1994-01
1994,february,0.014,1994-02
1994,march,0.235,1994-03
1994,april,0.256,1994-04
1994,may,0.208,1994-05
1994,june,0.314,1994-06
1994,july,0.182,1994-07
1994,august,0.173,1994-08
1994,september,0.272,1994-09
1994,october,0.347,1994-10
1994,november,0.353,1994-11
1994,december,0.247,1994-12
1995,january,0.414,1995-01
1995,february,0.64,1995-02
1995,march,0.356,1995-03
1995,april,0.427,1995-04
1995,may,0.265,1995-05
1995,june,0.378,1995-06
1995,july,0.442,1995-07
1995,august,0.392,1995-08
1995,september,0.28,1995-09
1995,october,0.379,1995-10
1995,november,0.375,1995-11
1995,december,0.174,1995-12
1996,january,0.216,1996-01
1996,february,0.462,1996-02
1996,march,0.288,1996-03
1996,april,0.252,1996-04
1996,may,0.237,1996-05
1996,june,0.217,1996-06
1996,july,0.325,1996-07
1996,august,0.351,1996-08
1996,september,0.205,1996-09
1996,october,0.128,1996-10
1996,november,0.316,1996-11
1996,december,0.323,1996-12
1997,january,0.249,1997-01
1997,february,0.304,1997-02
1997,march,0.397,1997-03
1997,april,0.378,1997-04
1997,may,0.317,1997-05
1997,june,0.492,1997-06
1997,july,0.346,1997-07
1997,august,0.406,1997-08
1997,september,0.467,1997-09
1997,october,0.572,1997-10
1997,november,0.616,1997-11
1997,december,0.524,1997-12
1998,january,0.563,1998-01
1998,february,0.797,1998-02
1998,march,0.589,1998-03
1998,april,0.651,1998-04
1998,may,0.639,1998-05
1998,june,0.668,1998-06
1998,july,0.659,1998-07
1998,august,0.645,1998-08
1998,september,0.435,1998-09
1998,october,0.411,1998-10
1998,november,0.382,1998-11
1998,december,0.488,1998-12
1999,january,0.387,1999-01
1999,february,0.604,1999-02
1999,march,0.264,1999-03
1999,april,0.269,1999-04
1999,may,0.248,1999-05
1999,june,0.325,1999-06
1999,july,0.31,1999-07
1999,august,0.303,1999-08
1999,september,0.276,1999-09
1999,october,0.307,1999-10
1999,november,0.287,1999-11
1999,december,0.314,1999-12
2000,january,0.181,2000-01
2000,february,0.499,2000-02
2000,march,0.445,2000-03
2000,april,0.538,2000-04
2000,may,0.306,2000-05
2000,june,0.35,2000-06
2000,july,0.326,2000-07
2000,august,0.375,2000-08
2000,september,0.311,2000-09
2000,october,0.195,2000-10
2000,november,0.245,2000-11
2000,december,0.202,2000-12
2001,january,0.364,2001-01
2001,february,0.392,2001-02
2001,march,0.52,2001-03
2001,april,0.453,2001-04
2001,may,0.489,2001-05
2001,june,0.446,2001-06
2001,july,0.509,2001-07
2001,august,0.507,2001-08
2001,september,0.493,2001-09
2001,october,0.464,2001-10
2001,november,0.692,2001-11
2001,december,0.542,2001-12
2002,january,0.647,2002-01
2002,february,0.643,2002-02
2002,march,0.799,2002-03
2002,april,0.568,2002-04
2002,may,0.503,2002-05
2002,june,0.449,2002-06
2002,july,0.569,2002-07
2002,august,0.498,2002-08
2002,september,0.502,2002-09
2002,october,0.5,2002-10
2002,november,0.494,2002-11
2002,december,0.347,2002-12
2003,january,0.654,2003-01
2003,february,0.486,2003-02
2003,march,0.484,2003-03
2003,april,0.473,2003-04
2003,may,0.522,2003-05
2003,june,0.425,2003-06
2003,july,0.484,2003-07
2003,august,0.612,2003-08
2003,september,0.575,2003-09
2003,october,0.657,2003-10
2003,november,0.499,2003-11
2003,december,0.66,2003-12
2004,january,0.509,2004-01
2004,february,0.635,2004-02
2004,march,0.528,2004-03
2004,april,0.523,2004-04
2004,may,0.351,2004-05
2004,june,0.311,2004-06
2004,july,0.237,2004-07
2004,august,0.458,2004-08
2004,september,0.467,2004-09
2004,october,0.523,2004-10
2004,november,0.651,2004-11
2004,december,0.415,2004-12
2005,january,0.65,2005-01
2005,february,0.534,2005-02
2005,march,0.646,2005-03
2005,april,0.632,2005-04
2005,may,0.553,2005-05
2005,june,0.569,2005-06
2005,july,0.555,2005-07
2005,august,0.581,2005-08
2005,september,0.634,2005-09
2005,october,0.684,2005-10
2005,november,0.643,2005-11
2005,december,0.601,2005-12
2006,january,0.5,2006-01
2006,february,0.646,2006-02
2006,march,0.544,2006-03
2006,april,0.486,2006-04
2006,may,0.472,2006-05
2006,june,0.572,2006-06
2006,july,0.476,2006-07
2006,august,0.633,2006-08
2006,september,0.55,2006-09
2006,october,0.614,2006-10
2006,november,0.661,2006-11
2006,december,0.717,2006-12
2007,january,0.893,2007-01
2007,february,0.64,2007-02
2007,march,0.592,2007-03
2007,april,0.726,2007-04
2007,may,0.58,2007-05
2007,june,0.501,2007-06
2007,july,0.563,2007-07
2007,august,0.584,2007-08
2007,september,0.508,2007-09
2007,october,0.559,2007-10
2007,november,0.536,2007-11
2007,december,0.419,2007-12
2008,january,0.21,2008-01
